title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_phone	contact_fax	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	age:ch1	gender:ch1	strain:ch1	tissue:ch1	response
GSM709738	Cortex_AKR_C	GSM709738	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: AKR/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709738/suppl/GSM709738.CEL.gz	45101	10-11 week old	male	AKR/J	NA
GSM709739	Cortex_AKR_F	GSM709739	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: AKR/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709739/suppl/GSM709739.CEL.gz	45101	10-11 week old	male	AKR/J	NA
GSM709740	Cortex_DBA_C	GSM709740	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: DBA/2J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709740/suppl/GSM709740.CEL.gz	45101	10-11 week old	male	DBA/2J	positive
GSM709741	Cortex_DBA_F	GSM709741	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: DBA/2J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709741/suppl/GSM709741.CEL.gz	45101	10-11 week old	male	DBA/2J	positive
GSM709742	Cortex_CE_C	GSM709742	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: CE/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709742/suppl/GSM709742.CEL.gz	45101	10-11 week old	male	CE/J	positive
GSM709743	Cortex_CE_F	GSM709743	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: CE/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709743/suppl/GSM709743.CEL.gz	45101	10-11 week old	male	CE/J	positive
GSM709744	Cortex_BUB_C	GSM709744	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: BUB/BnJ	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709744/suppl/GSM709744.CEL.gz	45101	10-11 week old	male	BUB/BnJ	positive
GSM709745	Cortex_BUB_F	GSM709745	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: BUB/BnJ	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709745/suppl/GSM709745.CEL.gz	45101	10-11 week old	male	BUB/BnJ	positive
GSM709746	Cortex_SJL_C	GSM709746	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: SJL/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709746/suppl/GSM709746.CEL.gz	45101	10-11 week old	male	SJL/J	NA
GSM709747	Cortex_SJL_F	GSM709747	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: SJL/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709747/suppl/GSM709747.CEL.gz	45101	10-11 week old	male	SJL/J	NA
GSM709748	Cortex_MA_C	GSM709748	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: MA/MyJ	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709748/suppl/GSM709748.CEL.gz	45101	10-11 week old	male	MA/MyJ	positive
GSM709749	Cortex_MA_F	GSM709749	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: MA/MyJ	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709749/suppl/GSM709749.CEL.gz	45101	10-11 week old	male	MA/MyJ	positive
