DFTU	DFRC	DFNC	DFRN
CCNG2	ZDHHC11	CUX1	ARL2BPP2
LINC00371	MMP7	COX8C	DYNC1LI2
MAPKAPK2	NUDT14	BRCC3	ND4
GABRA3	XLOC_014099	XLOC_006596	LAMC2
UNKL	LOC442132	PFN1	EME2
C6orf146	RBM43	KIF5B	ASCL4
LOC100287808	LOC100129675	PLCB2	XLOC_l2_006155
CKB	ZMIZ2	SH3YL1	PYDC1
BMS1P1	C19orf6	SAMD1	LOC100505547
SCARNA15	SNAR-B1	XLOC_013470	C6orf225
GAS7	XLOC_002978	DUSP3	LOC100652768
KIF21B	XLOC_l2_006704	CTRB2	EXOSC10
TRPC4AP	IMP5	BEND3	OSTCP1
ECH1	XLOC_013643	PLAUR	XLOC_l2_013233
C1orf27	XLOC_009040	SLC39A8	PLA2R1
AQP2	WBSCR27	GHRLOS2	PDCD6IP
LOC100505531	SNORD38A	XLOC_009247	LOC440742
ASNA1	LOC100505531	CHCHD8	GNMT
B3GALT6	WDR90	DOCK3	RCOR1
NFKBIB	MPPED1	CLTC-IT1	XLOC_l2_002171
MEN1	XLOC_009367	ADH7	LOC100507240
GRINA	TMEM231	SLC4A2	SEL1L
AIM1L	DKFZp686M1136	TGDS	DHX37
LOC285758	PP12719	OR1L1	CARM1
XLOC_l2_000522	SLC35E4	TRANK1	ACADVL
S100A11	REXO1L1	NUP107	DOCK11
PIK3R6	XLOC_l2_011413	BLZF1	SLX4
TAF1	FLJ41327	ACOX1	XLOC_005302
LOC100507303	DGKZ	C15orf62	XLOC_001036
XLOC_l2_011043	TMEM100	USP9X	LOC729678
TMED6	XLOC_006798	ZNF326	LOC100130172
ANKRD12	XLOC_014514	XLOC_l2_000636	XLOC_007753
ZFHX3	FAM107A	SPCS2	CCNL1
LOC90834	XLOC_008712	LOC728445	LOC100130987
LOC100131180	XLOC_002116	ACTR3	LOC100130887
CROCCP2	XLOC_011525	ACOX2	LOC401400
CCDC150	TMED8	CST5	GET4
ZNF793	LOC145678	TXLNG	XLOC_l2_010113
RBM34	SLED1	SMARCD1	LOC646976
ISY1-RAB43	XLOC_000905	OOEP	SNORD124
NUP188	EME2	KIAA0556	XLOC_002184
FIZ1	XLOC_l2_006173	CDS2	DNAH10OS
UCP2	SLC2A6	XLOC_000885	ATP1A4
KDM6B	CHST1	XLOC_003273	PPFIA1
XLOC_006578	XLOC_001903	CHPF2	XLOC_000916
XLOC_l2_013390	XLOC_010545	IFT80	GAS6
RBM41	XLOC_012594	FAM126B	AGL
XLOC_000152	LOC100505717	BANF1	XLOC_002169
RAB39B	TRIM53P	XLOC_000872	GRHL2
LOC387895	NRN1	TAMM41	CCDC154
MPG	PRODH	XLOC_013785	LOC286190
DLG1	GEN1	XLOC_l2_015342	ZNF585B
USP15	XLOC_008058	CD37	TAS2R39
XLOC_000153	ART3	CYTB	STX1A
B3GNTL1	ASB12	MGAT5	XLOC_003202
ZNF234	XLOC_014137	OR10G2	RAB2A
ATP7A	PTRF	PEBP4	CRLF3
PDE6B	LOC391636	ARSF	OR4C6
FLJ11292	C13orf30	GCNT1	C13orf30
FAIM3	XLOC_014400	TMTC4	FAM71F1
LOC100505773	XLOC_012269	GPR161	TRIM64
NKTR	LOC729609	RSPH9	XLOC_006236
KCNN1	DNAH3	TPSG1	MOCS2
LOC389834	KLRC4	SKA2	C19orf18
XLOC_001148	XLOC_002888	XLOC_l2_003606	MEGF11
XLOC_004631	NR4A1	HIF3A	LGALS9C
CPSF7	PPP3R1	MIER2	XLOC_010736
LONP1	CRYGS	TOPORS	TEKT2
LOC100130654	EFCAB11	LOC100652838	MGC12488
SKIL	LOC400499	TACR1	EPN1
LOC100505905	XLOC_005369	TAF6	FNBP1
XLOC_l2_014585	XLOC_007489	PRORSD1P	RAD23A
CPNE2	HIST2H2BA	TFAP4	LOC100506844
BCAS4	XLOC_l2_001222	XLOC_006555	HOOK3
LOC100507222	XLOC_008636	ZNF417	NUAK1
FLJ39653	LOC100288615	LOC286052	XLOC_012269
HLA-DRB4	ANKS3	XLOC_008625	C3orf62
CRYAA	ANKRD45	LOC100652807	MBLAC2
ENO2	UBR5	C11orf36	LOC100130744
SNHG9	ESX1	MTF1	MAP2K4
XLOC_013562	SLC2A14	LFNG	XLOC_000642
ZMYM3	XLOC_003315	CCDC150	XLOC_011701
LRRC32	XLOC_008427	DUS2L	XLOC_010610
LINC00273	C7orf54	MFN2	XLOC_001209
XLOC_006862	PLBD1	GPRASP1	NUP37
RASSF7	XLOC_l2_007204	PSME3	LOC100291323
PRUNE	MARCH3	ST8SIA4	ADAM19
LOC100507803	TRIM66	SNORD60	XLOC_003169
AP1M2	LOC100507406	XLOC_l2_000641	CNFN
DDX17	C6orf204	EEFSEC	XLOC_004969
XLOC_004414	FUT11	IPO13	ODZ1
SEC14L4	DEFA8P	XLOC_006073	RPSA
C6orf164	T	ING5	XLOC_l2_011145
TRAF5	MGAT4C	CAPN1	XLOC_000619
RBPMS	FLJ42200	DNAJC2	CNOT1
SNHG12	MLLT1	XLOC_l2_008689	XLOC_003313
XLOC_013864	ANKRD10-IT1	SPRY4	DDX3X
LOC100128398	XLOC_l2_013931	SIPA1	EFCAB11
CAPNS1	ATP13A2	LCE1C	OR2C3
LOC389033	LOC100131043	IRF2BPL	PPP1R12A
PARVB	HCK	LOC100129596	RAP1B
XLOC_001320	AHRR	SEC61G	XLOC_005185
AP1S1	ALPK3	FGD3	XLOC_005209
CHST14	KRBA2	GLI2	CSNK2A1
SNORD43	NEK8	BCL2L1	XLOC_000011
TRAF3IP2	ARMC5	TBCEL	XLOC_006798
HPS1	PARP15	SRSF6	ZNF654
XLOC_008375	LOC100509541	XLOC_007421	GNL2
ACRC	TTYH2	XLOC_002487	NTF4
DDX39B	LOC90834	ERVMER34-1	LOC283665
LOC100130000	PHGDH	LOC100507495	SLC11A1
XLOC_l2_001592	XLOC_010542	FLJ37798	SLC4A9
U2AF1	MACF1	PRPF40A	SWI5
STXBP2	XLOC_l2_013099	LOC286161	LOC100128402
SNORD99	LOC100652857	WNT3A	RELL1
XLOC_l2_009273	SPPL2B	SHFM1	XLOC_l2_007832
ABHD12B	ANKRD36	RIN3	KLHL17
ZNRF2P1	XLOC_002427	ANKRD52	ZFX
IFITM3	PDE6B	TAF3	TCEA3
LOC283143	XLOC_005214	PTPN23	RNF10
SMG9	LOC255177	XLOC_008642	XLOC_007020
NOL8	LOC497256	RTN2	XLOC_006865
KLK10	MATL2963	MEG3	ATP10A
TXNRD2	BET3L	LOC100130157	XLOC_009474
MYO19	XLOC_004847	DMPK	XLOC_004141
Q8WY88	XLOC_012366	SQRDL	XLOC_009639
PIP5K1C	C1orf220	MICU1	FAM74A1
APH1A	FLJ11292	NFRKB	CSF2RA
CCDC125	LOC100506934	XLOC_l2_015360	SNORA35
SCARNA9	XLOC_006258	PFN1P2	ZXDB
DKFZp686M1136	XLOC_002538	ATG2B	CHSY1
XLOC_007342	MYCNOS	RORB	MRPL50
LGALS9	SLC25A16	SPI1	XLOC_008835
XLOC_001788	C11orf61	NCOA4	XLOC_005480
DCTN1	XLOC_009668	FAM65B	LOC729313
DHPS	C6orf225	CD4	XLOC_009323
USP21	OVGP1	RAB4B	LOC100131894
TAF1D	XLOC_001624	SNORA20	C2orf73
VKORC1	XLOC_014247	ESPL1	AKAP10
OXT	TUBB3	SOCS6	LOC100506115
HECTD3	XLOC_006820	DDX27	CHP2
ACTL7B	XLOC_009971	MYO9B	FAM193B
XLOC_012720	TES	MCCC1	XLOC_010557
AGPAT4	XLOC_011899	IGSF8	NXPH4
MANBAL	B3GALT6	CUL7	XLOC_l2_001952
RRAS	IGANRP	C19orf43	AMT
LOC100652950	ZNF763	OSBPL11	C2CD4D
C9orf86	FAM194A	KIAA2018	XLOC_l2_012159
LOC644662	MSTO1	TIMM17B	TROVE2
DSG2	DDIT4	PDLIM1	CLEC4M
CLEC18B	XLOC_011763	ARID3A	SERGEF
COG4	BNIP3L	XLOC_010996	XLOC_011804
ZBTB40	C4orf47	XLOC_014122	XLOC_011403
TAS2R50	MGC13053	C21orf56	JAKMIP2
XLOC_012608	KIAA1731	KRAS	LOC100128657
LRP8	NBPF1	GPSM1	XLOC_007775
TM9SF1	XLOC_004631	FAM21C	XLOC_006106
KIAA1731	CD19	SF3A2	XLOC_010657
LOC100505923	XLOC_008557	NDUFV1	SOLH
KLRAP1	WDR20	CBX8	L1CAM
LRRC66	C10orf131	ZNF354B	XLOC_013906
MINK1	AMZ1	TTLL5	GK3P
PEG3	LOC284581	KDM5C	CABIN1
LOC100131826	C2orf84	STK11	DEFB103B
LOC100506852	XLOC_011136	SLC2A3	XLOC_l2_010989
LDB1	C22orf37	B3GNT7	LOC349160
RBM38	TAS2R50	ABHD14B	UBQLN4
FLJ42200	SNORD56	EIF5A2	TP63
TTC36	KIAA0415	AGK	RNF13
SMOX	MEG8	AEBP2	TDP1
GALNT2	XLOC_002770	COL9A2	CHERP
FIG4	IGFALS	ZMYM3	RARRES1
PLK1	SRD5A3	KIAA0020	REV1
AADACL3	HILPDA	AAGAB	TNPO2
ARF1	FUT6	HNRNPA0	XLOC_013681
LOC1720	XLOC_007208	ETV5	XLOC_003690
FMNL1	PPIAL4G	SYCE2	LRRC37A3
C11orf61	LOC285629	FANCD2	FLJ45445
XLOC_004323	XLOC_012626	XLOC_012725	WDR92
LOC100506694	ADORA2B	FZD2	XLOC_010466
Q68PJ0	C6orf15	SHBG	LOC100505821
LOC100506523	C6orf191	TECPR2	TNIK
XLOC_l2_010493	XLOC_013763	SSB	INSIG2
ZNF581	XLOC_000153	C1orf27	XLOC_002802
HOTAIRM1	GJD4	RHOG	LTK
SNAI3	XLOC_004822	THOC6	TAS2R10
AIF1L	FLJ45872	NMI	XLOC_001996
BPIFB2	XLOC_003166	DIXDC1	XLOC_003669
XLOC_008419	DHDH	CNNM2	ZFP62
FRA10AC1	XLOC_008348	NPM1	LOC728606
XLOC_l2_015178	BAGE4	REEP5	LOC400620
LOC389765	XLOC_005465	NFIC	XLOC_011544
RASL10A	C1orf127	APOBEC3C	ZNF32
SLC15A3	KLF17	FZD3	CAMSAP1
COX10	XLOC_005459	LOC729444	DUSP28
MYPOP	XLOC_002085	EBNA1BP2	KIAA0087
XLOC_014094	XLOC_l2_004342	XLOC_007557	XLOC_l2_004631
MYADM	PGM5P2	PGLYRP4	RTCD1
PPP2R4	ANKRD20A8P	LOC100506465	XLOC_007557
LOC728716	BTN2A1	USP5	XLOC_013900
C6orf204	FLJ43315	XLOC_l2_015842	MICAL1
GMPPA	XLOC_012162	GNG10	XLOC_000543
UBXN6	XLOC_001908	TCF7L2	C15orf24
CNTRL	SHISA3	RNASE13	ZNF324B
LOC728323	POM121L2	RBPMS2	HAGHL
LOC643401	KIAA1524	LOC255167	ALMS1P
XLOC_l2_015536	POPDC2	KCNN3	ECM1
XLOC_000263	XLOC_007888	GRINA	XLOC_004814
TMEM82	XLOC_010352	LYL1	C14orf23
TMEM115	LOC100652751	XLOC_002913	XLOC_013047
ILK	ANKRD30BP2	LPGAT1	C9orf23
EVC	LTK	TIMM44	CFDP1
DCAF4L2	ANKFY1	XLOC_002211	SLC46A1
THAP8	CCDC142	MAF1	PHYHIPL
STC2	MPZL2	C6orf115	CCDC136
XLOC_010542	SLC12A9	XLOC_009282	LCLAT1
RNF157	NPFF	FAIM3	PPP4C
RAB40C	WASF1	XLOC_013685	HAB1
SNORD96B	ATAD3B	EMID1	ACOT12
CDIPT	PPIE	OR5L2	EXOC8
PAR-SN	XLOC_l2_001971	PHGDH	FAM111A
LOC100506496	C19orf55	TIMP1	PON3
XLOC_001862	C2orf48	RRAD	MED18
PRSS16	LOC100505923	PLXNB2	PRO0471
XLOC_l2_001683	WDR62	SMYD5	XLOC_011224
XLOC_010776	PABPC1L	XLOC_008883	XLOC_009202
NAA16	ZNF526	ZNF532	XLOC_007909
XLOC_008501	XLOC_005715	STK36	LOC286121
FLJ11710	XLOC_004323	HSPE1	TMPRSS11E
LOC100652832	SPDYE7P	LOC100507265	TECTA
XLOC_011837	XLOC_009526	XLOC_l2_000339	XLOC_003480
SGSM3	LOC100289019	PPP1R9B	XLOC_012833
NOM1	LOC284108	ZNF131	UTP14C
STX2	PRIC285	MAP9	MBNL2
CBWD5	XLOC_005471	NARFL	LOC284950
FAM70B	CEMP1	LOC100506775	FAM91A1
TBC1D22B	XLOC_014073	HDHD2	NCR1
ARPC4	GRRP1	GMPPA	ARID5B
SLC35D2	XLOC_013702	MGC45922	XLOC_004085
MGC2752	CNTRL	WBP4	C7orf59
LOC286437	TMEM45A	C19orf29-AS1	XLOC_006973
LOC100507055	ZNF26	LOC728743	USP51
ZAK	XLOC_l2_015178	ZSWIM4	MAP3K11
PRKACA	XLOC_007775	KRT10	NIPSNAP3A
POGLUT1	SHROOM4	MRPS17	TMSB10
DOCK2	UBAP1L	CMTM6	AP4E1
FMO6P	FAAH	CYP2U1	XLOC_l2_012154
SNORA20	USP43	CD163L1	KCTD1
SNORA40	NPL	DPH3	RNF126
SNORD121A	EGLN1	RNF185	LOC100131320
GNPDA1	LINC00477	PPP1R18	C22orf39
THOC5	KCNH1	XLOC_l2_006417	LRRC52
ABHD14B	XLOC_013405	TMF1	ZNF775
XLOC_002997	DOCK3	COL19A1	CYP2D6
ZNF282	BMS1P1	LRRC28	POM121L2
TRAPPC10	SLCO2B1	ABCC1	LIMCH1
DNAJC2	XLOC_011469	AARS	XLOC_014050
XLOC_l2_008203	XLOC_001560	CLTB	PRRC1
TPI1P2	RNF19B	SLC7A5	HOMER2
HMX2	SNORD91A	C7orf29	XLOC_009409
CENPB	CDIPT	CHUK	CD300E
TCEA2	ZNF248	PRR3	CHST15
CD300C	CCNL1	LOC100128348	Q6ILE4
CBFA2T2	ZNF806	GLI4	XLOC_007633
ANKAR	XLOC_l2_000522	ABCD1	LOC728218
IFFO1	GCHFR	TBCA	C9orf169
LOC100505937	XLOC_l2_015760	PIKFYVE	COX2
LOC100131257	SEP15	ZNF780A	NCOA4
GPR45	MYLK2	SIRT1	XLOC_010750
LOC100653060	FLJ16779	PCSK7	ESX1
XLOC_001755	LOC344595	IVL	GCRG224
AGAP11	ANXA13	RAB22A	XLOC_001194
ALDOC	XLOC_008438	DNASE1L2	XLOC_003560
ABCA9	PSMD10	LY6E	XLOC_002615
LOC151657	GPR56	XLOC_l2_003705	XLOC_011271
ST7L	DEFB104B	XLOC_005791	C18orf34
ZBTB38	LOC387895	C19orf51	LOC100506467
PLEKHG7	GOLGA6L7P	EFHA1	PMP22
DYNC1LI2	GMPR	RNF167	LOC152586
XLOC_003075	C17orf77	PRKACA	C1orf88
SLC7A14	LOC100147773	SPRYD3	INTS1
TMEM179	SLC34A3	HAAO	PRR22
KIAA0195	SIGLEC10	XLOC_l2_011283	EGLN1
PPIL4	LOC100289333	SRCAP	LOC100507351
CLSTN3	XLOC_l2_012046	MFSD10	FZD10
BLZF1	PAPPA2	COMMD6	POLR2K
XLOC_005740	LINC00202	USP32P2	SNORA78
LOC100131829	LRRC29	CCDC106	PPP1R21
RRP7B	FFAR2	XLOC_007432	XLOC_001504
FFAR3	LOC100190986	CCDC125	RNF217
XLOC_l2_009029	XLOC_010462	RUFY2	KCTD2
SNORA5C	SCAND3	MYO15B	HDHD2
IL32	RABL2B	C9orf71	PFN1P2
POU2F1	XLOC_011028	MED12	H1FOO
L2HGDH	SDC3	ZNF518B	XLOC_000232
ATXN7L3	PRSS16	C17orf13	SNX30
PRPF19	LOC100505841	LOC100506114	SENP7
ADAM33	SGSM2	LTA	XLOC_005620
SDCBP2	PARP14	SNORD121A	OR52E8
SREK1	LOC400927	DYTN	XLOC_004122
ABHD1	C14orf135	LOC339352	LOC728903
KIAA1841	GDAP1	XLOC_000190	GGA1
NUTF2	XLOC_007221	SLC46A1	ZNF658
NAPRT1	MESP1	CTSO	XLOC_l2_011244
PDK3	XLOC_010419	EMP3	LOC100506251
PDDC1	XLOC_007275	LIG3	GPR3
PPP1R2	AKR1A1	LOC283710	LOC100506175
LSG1	ZNF818P	LOC100652762	MBL1P
PLTP	XLOC_010544	FLJ30679	SLC24A2
ANKRD26P3	SLC6A6	CALCOCO1	ARL15
RNU12	KIAA1841	DCXR	IKZF2
WASF2	C17orf105	LOC100128946	LOC100507582
INO80	XLOC_007633	SLC34A3	VSIG4
DGAT1	LOC441268	ZDHHC18	ZFAND6
FZD2	RHOT2	MYH9	ETNK1
APOL5	LOC100131035	LOC389834	LOC100126584
ZC3H10	ZBTB40	LOC100129361	C12orf61
CD79B	AGPAT4-IT1	AHDC1	LOC100129648
ZNF846	PTPLAD2	PET117	COL1A1
CDC25C	SNORD62A	VPS36	CCDC142
PER1	Q7Z2X8	XLOC_003226	EMCN
XLOC_l2_012173	XLOC_002122	RBM42	XLOC_005812
SMC1A	FPGT-TNNI3K	DHX35	SHROOM1
UBA1	TK2	CHST13	C10orf10
CYHR1	MGAT1	ZNF284	LINC00319
NEK8	XLOC_002996	FLJ44477	PRR9
MATN1	LOC100128278	TMPO	XLOC_011036
COPE	XLOC_l2_001953	XLOC_007062	TMEM37
DISP1	UPF3A	ANKRD18B	SRP9
XLOC_010634	CELA2B	SLC30A6	LOC652990
LOC400927	FAM83G	LOC100129726	LINC00244
RGS14	C6orf146	PCDHGB3	HERC6
ESAM	XLOC_l2_000297	PIN4	KRT10
ARRB1	LOC283112	FLJ26332	XLOC_l2_015133
FAM86DP	CCDC27	XLOC_001036	HECTD1
SNORA75	Q6IHG2	LAMTOR1	ZRANB2
LOC100132352	CBFA2T2	CYP4F30P	XLOC_002287
LGR6	GPR37L1	NLRX1	XLOC_013721
TLE3	LOC100507579	LOC401164	XLOC_009417
MRP63	LOC100507195	XLOC_009370	GNA15
LAMA5	LOC339822	JRK	SCN2A
XLOC_000451	WDR73	PMF1	HOXD1
BSPRY	METTL19	MKI67IP	LOC100128554
FXR2	LOC643201	XLOC_012880	REEP5
TWF2	C12orf75	CSF3R	WASH1
TAX1BP3	LOC285484	PRELID1	ANAPC16
UBE2E4P	LOC100129203	NUP35	XLOC_005366
MGAT1	XLOC_010306	ZNF594	XLOC_006764
LPCAT4	RAB33A	PRUNE	NDUFB3
OPA3	XLOC_003569	CSK	KRT25
LOC642826	XLOC_l2_009456	C2orf69	CYMP
UBE2MP1	GUSBP11	C21orf58	DYRK4
MAPK14	RTN4R	WDTC1	TACR3
ZNF268	PRKDC	LOC284408	ZBTB11
APOBEC3C	GPR82	GFRA1	C9orf80
XLOC_l2_001206	TTTY14	OBFC2A	GPAA1
LCN8	XLOC_011865	GRM6	CSTL1
USP5	VHL	ENY2	CATSPER4
PRICKLE3	LOC100507803	ITGAE	XLOC_l2_000902
ARGLU1	SLC26A9	HIGD2A	NDUFB2
TSPO	GALNTL4	RBM27	SMARCA4
ASB16	LOC100509075	E2F3	C12orf76
XLOC_001903	IL34	COG4	XLOC_006332
CSNK1D	CNTN2	CARM1	LOC100287526
BMS1P5	XLOC_006561	SAMD4B	SURF4
LOC442028	LOC100506485	ZNF277	AGPAT4-IT1
P4HTM	LOC100134868	CDRT15L2	TESK2
SLC25A41	LOC100507213	C1orf31	XLOC_012397
XLOC_003327	LOC100292409	UBL7	OSGIN1
LOC730081	DBP	XLOC_011131	LOC645954
G6PD	XLOC_002769	PPP2R1A	GNG10
XLOC_l2_006399	LRFN2	SUSD4	XLOC_009526
DDX6	XLOC_l2_009285	DENND5B	LOC100652953
PARVG	XLOC_011368	TSPAN7	XLOC_l2_007204
CTF1	XLOC_013611	NOC3L	XLOC_010617
NKG7	KLK10	ZNF75A	LCE5A
APOBEC3B	TGM1	CCNE2	KIAA0240
TAB1	ZNF675	ZNF805	CPT1B
TECR	C10orf91	LOC113230	ARL5A
NAP1L4	FASLG	SH3BP2	CROCCP3
XLOC_008043	MGAT4A	MAP3K11	KCNK5
TMEM229B	PCNA-AS1	LOC100653338	MYH3
UQCRC1	XLOC_l2_006994	USP11	XLOC_l2_003666
TXNL4B	LOC100505834	CTAGE7P	ZZEF1
CHCHD5	PROM2	EIF2AK1	XLOC_003027
CYB561D1	MIF4GD	XLOC_014192	AGGF1
SART1	ADCK2	EPHX1	XLOC_003055
PLSCR3	NBEA	LOC286367	C20orf79
CYP1B1	XLOC_011546	XLOC_000868	KDM5C
CATSPER2	CYLC2	SPINT1	SRRM5
KIF20A	XLOC_009869	SEMA4A	XLOC_000316
GPR84	XLOC_007753	UBE2M	SPDYE5
VLDLR	XLOC_010355	CHAMP1	TBC1D21
AKR1A1	IL1RAPL1	LOC283737	ZNF121
PLOD1	ANKRD12	ZFP62	TMEM60
XLOC_l2_006609	RAI2	SH3GLB1	LINC00301
LOC100652758	ZNF692	BOD1L	CCDC84
DAG1	CD300E	TEX261	KPNA3
SPG21	LOC643802	COPA	LOC100652912
NLRP5	DHX34	SMAD1	XLOC_010409
MED24	LOC100505905	MMP23B	XLOC_l2_003860
LGALS1	LOC100131257	XLOC_007342	XLOC_003284
MAPRE2	LOC100507018	ILK	TES
LOC100507389	XLOC_l2_000001	SNORA24	FLJ41423
XLOC_013052	EBLN2	N4BP3	LOC100506033
GALK1	FRZB	MAPKAPK2	PAGE4
ROM1	CRP	NKG7	ZBTB40
XLOC_012161	XLOC_001214	PTP4A1	C6orf174
VSTM1	ZBED6	BTLA	LOC151534
MAP4K2	lincROR	ODZ1	KRT84
MYCN	ZDHHC8P1	BAD	CUL9
SNORD101	SRMS	ZNF649	LOC100653080
E2F3	FLJ25917	WDR19	GNAQ
C1orf86	INTS1	IRF9	LOC100506176
C9orf167	NKD2	ZNF793	SNRPF
CAPNS2	LOC100131096	TMEM82	FGF17
LOC91450	MAN2A2	ANK2	OR9A2
GNRHR2	MSTO2P	FYN	LOC643988
RILP	XLOC_002615	SNX16	XLOC_l2_002790
KIAA1143	ZNF503-AS2	XLOC_011818	LOC100505932
HCP5	LOC100129399	ASXL2	XLOC_004315
XLOC_013142	ADAM9	CHMP6	FGF18
PDXK	LUC7L	SRSF8	CRY1
ZDHHC19	XLOC_012142	YY1	LOC100130171
XLOC_007710	XLOC_010211	NUCB2	PDK4
CHID1	GHRLOS	MOB3A	XLOC_004392
XLOC_l2_012335	THNSL1	LOC644192	XLOC_008814
KCNN3	ITGB1BP2	XLOC_008811	NDUFB6
ZNF26	SHISA6	MS4A7	HAND2
FAM178B	MCART1	SLC22A20	FAM86HP
C7orf53	XLOC_l2_000489	XLOC_l2_014602	KCNH4
XLOC_l2_013808	UGT3A2	XLOC_001638	TMEM176B
DROSHA	XLOC_003693	C12orf29	DNAH11
XLOC_l2_013425	XLOC_002234	ORAI1	XLOC_008221
NBAS	FOXC1	MTMR9	ENTPD5
BNIP3	SPDYE3	AKAP2	XLOC_l2_014814
VDR	PDDC1	DAZAP2	XLOC_003853
ECEL1	BRD7P3	XLOC_007895	PABPC1L
MT1A	NKTR	RAD23B	GPR113
PYCARD	XLOC_005899	BHLHE40	XLOC_011011
BET1L	C11orf30	CTAGE1	XLOC_005793
GLS	SUZ12P	LYPLA1	PRAMEF5
AMY1C	JMJD7-PLA2G4B	TOR2A	KLF4
LOC100506767	LOC494150	CD68	LOC643699
STARD10	ANP32A-IT1	ITGB8	SSBP1
TMCO6	MRPS16	CEP95	ISYNA1
KDM3A	XLOC_004282	ARL5A	SPDYA
PEMT	XLOC_011429	SLC9A9	PLCD1
CKAP5	LOC100507042	XLOC_002131	NALCN
NDUFB7	UBE2E4P	FASTKD3	XLOC_007265
CNTD1	TNFAIP8L1	CHD3	LOX
MBNL1	AARS	ZNF653	LOC100133306
IFITM4P	BMS1P5	WIBG	XLOC_l2_010969
UPF2	CCDC150	SNORD54	SLC39A5
PADI2	ZNF638	COX6C	LOC100130357
XLOC_001813	GOLGA8F	MGC4294	LOC100130916
ELAC2	DCAF4L2	NUTF2	ZNF652
SNTA1	PPP1R1A	ZNF644	OR8K3
CRYBB2P1	LOC388796	OR56A1	XLOC_007908
RALGDS	EXOC4	DCTN1	OR51T1
RERE	LOC100506897	ATRIP	XLOC_004138
XLOC_l2_012847	FAM201B	TMCO6	LOC100127885
LRP10	FCGR2C	FAM199X	XLOC_009643
GRM4	XLOC_l2_015585	CELF1	XLOC_l2_012150
EXOC2	LOC151657	HSPBP1	NLK
LRRC41	ENO3	TM9SF1	NMU
SNORD70	ZNF738	XLOC_l2_007884	XLOC_000879
XLOC_002770	ECEL1	XLOC_003021	LOC100302401
ACCN4	LOC100507300	C1orf212	XLOC_l2_015491
FPGT	HLA-DQB2	HULC	OR10H1
CECR2	XLOC_l2_014086	LOC100506713	PLEKHA2
GNB2	FTSJ3	SLC44A1	XLOC_l2_007401
LOC100507546	XLOC_001131	RAB11FIP1	ZNF385A
FLJ44715	SNORA8	CROCCP2	PSMB9
LOC648691	ZNF714	NUS1	RCVRN
MRPL42P5	SPIN4	SEPT8	OR5W2
XLOC_l2_006812	MOGAT2	BCKDHA	FAM153A
CNNM2	PCNXL2	H2AFV	ACP5
PRRT1	XLOC_001824	ABHD13	RHOA
ZNF573	SMG1	XLOC_010594	ZNF264
IST1	GOLGA6L10	OGFR	XLOC_013268
SLC26A11	CLEC4C	PRPF18	XLOC_009371
ESRRB	KNG1	LOC100506338	CLSTN2
KRTAP20-3	TBC1D3G	RAP1A	LOC100507140
CGREF1	SPINK5	MAGT1	XLOC_l2_012919
PEBP1	XLOC_002471	XLOC_009626	CYLC2
C7orf33	XLOC_011421	MSX2	XLOC_007725
RNASE7	XLOC_010204	XLOC_000818	TRIM49
ABCD3	XLOC_013043	TROAP	PELP1
FAM169A	AMH	SCGB3A2	XLOC_010451
LOC100507110	XLOC_013814	GPR160	XLOC_008794
LOC144481	XLOC_008244	ARL2BP	C2orf27B
SMC4	CLTC-IT1	CDC14C	XLOC_011754
FLJ33996	XLOC_002653	FAM165B	EDAR
FKBP2	RBM6	LIMK1	XLOC_008053
SCARNA5	XLOC_004457	KRCC1	MYEOV2
SLAMF6	TMC3	CRAT	CDKN2A
TRIM28	TEX21P	KCNIP4	XLOC_001813
SLC12A8	LOC100288420	LOC100129550	C2orf81
SDF2L1	ARHGEF35	TAF6L	C17orf61
LTBP3	PRDX2	TAOK2	STAT5A
XLOC_001072	TBC1D3B	TONSL	XLOC_002240
C20orf132	CSPG4	COX16	NTF3
LSR	DNASE2	NGFR	HEPHL1
HYDIN	GNL2	ALDH1A3	SFTA3
UCKL1	PRM2	ZNF687	XLOC_006666
LOC100288781	XLOC_006683	LOC286437	APH1A
LOC100128320	LOC100130930	FOXO3	ITPKA
APOBEC3F	XLOC_l2_011937	XLOC_l2_014585	ANKRD20A3
XLOC_002111	OR51G2	GDAP1	PRSS16
XLOC_008547	XLOC_006297	ARAF2P	XLOC_002877
PFDN6	XLOC_001264	CETP	DEFB123
KCNK12	XLOC_010377	Q9EPR2	XLOC_003913
SPTY2D1	VWCE	SCAMP2	LEMD2
NRG2	MRPS18C	SLC5A3	XLOC_010207
CARS	GNAL	ZNF557	XLOC_003514
OASL	NCOR2	FLJ45445	IL27RA
SYCE2	XLOC_006010	XLOC_007290	XLOC_000709
TSC1	LOC100335030	TCTN2	H2AFV
EXOSC3	XLOC_002487	KLF5	USP10
XLOC_001624	RNF180	DTNA	LOC100133857
SNORD116-19	CHERP	PPT1	XLOC_l2_004385
PGS1	XLOC_003405	SLC20A1	XLOC_007221
WNT11	MDH1B	CCNG2	ENPEP
ZNFX1	XLOC_011348	LYZL2	LOC100652995
XLOC_009152	XLOC_011823	RBM34	TMUB1
CTBP2	XRCC3	RFX1	XLOC_000160
RELA	XLOC_l2_004611	RSRC2	DNAJC11
ATXN7L1	CD7	EIF1B	OR2W1
CLEC2A	MED15	ZNF395	XLOC_l2_014197
